Variable Name,Variable Description Old,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Variable Description New,Full Name,Year,Demo File Name
URXETU,Ethylenethio urea (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Ethylenethio urea (ug/L),URXETU: Ethylenethio urea (ug/L),2003-2004,DEMO_C
URXFRM,Foramsulfuron (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Foramsulfuron (ug/L),URXFRM: Foramsulfuron (ug/L),2003-2004,DEMO_C
URXHLS,Halosulfuron (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Halosulfuron (ug/L),URXHLS: Halosulfuron (ug/L),2003-2004,DEMO_C
URXMMI,Methamidaphos (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Methamidaphos (ug/L),URXMMI: Methamidaphos (ug/L),2003-2004,DEMO_C
URXMSM,Mesosulfuron methyl (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Mesosulfuron methyl (ug/L),URXMSM: Mesosulfuron methyl (ug/L),2003-2004,DEMO_C
URXMTM,Metsulfuron methyl (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Metsulfuron methyl (ug/L),URXMTM: Metsulfuron methyl (ug/L),2003-2004,DEMO_C
URXMTO,Dimethoate (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Dimethoate (ug/L),URXMTO: Dimethoate (ug/L),2003-2004,DEMO_C
URXNOS,Nicosulfuron (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Nicosulfuron (ug/L),URXNOS: Nicosulfuron (ug/L),2003-2004,DEMO_C
URXOMO,O-methoate (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,O-methoate (ug/L),URXOMO: O-methoate (ug/L),2003-2004,DEMO_C
URXOXS,Oxasulfuron (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Oxasulfuron (ug/L),URXOXS: Oxasulfuron (ug/L),2003-2004,DEMO_C
URXPCP,Pentachlorophenol (ug/L) result,L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Pentachlorophenol (ug/L) result,URXPCP: Pentachlorophenol (ug/L) result,2003-2004,DEMO_C
URXPIM,Primisulfuron methyl (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Primisulfuron methyl (ug/L),URXPIM: Primisulfuron methyl (ug/L),2003-2004,DEMO_C
URXPPX,2-isopropoxyphenol (ug/L) result,L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,2-isopropoxyphenol (ug/L) result,URXPPX: 2-isopropoxyphenol (ug/L) result,2003-2004,DEMO_C
URXPRO,Prosulfuron(ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Prosulfuron(ug/L),URXPRO: Prosulfuron(ug/L),2003-2004,DEMO_C
URXPTU,Propylenethio urea (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Propylenethio urea (ug/L),URXPTU: Propylenethio urea (ug/L),2003-2004,DEMO_C
URXRIM,Rimsulfuron (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Rimsulfuron (ug/L),URXRIM: Rimsulfuron (ug/L),2003-2004,DEMO_C
URXSMM,Sulfometuron methyl (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Sulfometuron methyl (ug/L),URXSMM: Sulfometuron methyl (ug/L),2003-2004,DEMO_C
URXSSF,Sulfosulfuron (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Sulfosulfuron (ug/L),URXSSF: Sulfosulfuron (ug/L),2003-2004,DEMO_C
URXTHF,Thifensulfuron methyl (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Thifensulfuron methyl (ug/L),URXTHF: Thifensulfuron methyl (ug/L),2003-2004,DEMO_C
URXTRA,Triasulfuron (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Triasulfuron (ug/L),URXTRA: Triasulfuron (ug/L),2003-2004,DEMO_C
URXTRN,Triflusulfuron methyl (ug/L),L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,Tribenuron methyl (ug/L),URXTRN: Tribenuron methyl (ug/L),2003-2004,DEMO_C
URXUCR,"Creatinine, urine (mg/dL)",L26UPP_C,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2003,2004,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2003-2004,DEMO_C
URXDAZ,Daidzein (ng/mL),L06PHY_C,Phytoestrogens - Urine,2003,2004,Laboratory,None,Daidzein (ng/mL),URXDAZ: Daidzein (ng/mL),2003-2004,DEMO_C
URXDMA,o-Desmethylangolensin (O-DMA) (ng/mL),L06PHY_C,Phytoestrogens - Urine,2003,2004,Laboratory,None,O-Desmethylangolensin (O-DMA) (ng/mL),URXDMA: O-Desmethylangolensin (O-DMA) (ng/mL),2003-2004,DEMO_C
URXEQU,Equol (ng/mL),L06PHY_C,Phytoestrogens - Urine,2003,2004,Laboratory,None,Equol (ng/mL),URXEQU: Equol (ng/mL),2003-2004,DEMO_C
URXETD,Enterodiol (ng/mL),L06PHY_C,Phytoestrogens - Urine,2003,2004,Laboratory,None,Enterodiol (ng/mL),URXETD: Enterodiol (ng/mL),2003-2004,DEMO_C
URXETL,Enterolactone (ng/mL),L06PHY_C,Phytoestrogens - Urine,2003,2004,Laboratory,None,Enterolactone (ng/mL),URXETL: Enterolactone (ng/mL),2003-2004,DEMO_C
URXGNS,Genistein (ng/mL),L06PHY_C,Phytoestrogens - Urine,2003,2004,Laboratory,None,Genistein (ng/mL),URXGNS: Genistein (ng/mL),2003-2004,DEMO_C
URXUCR,"Creatinine, urine (mg/dL)",L06PHY_C,Phytoestrogens - Urine,2003,2004,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2003-2004,DEMO_C
LBXVIC,Vitamin C (mg/dL),L06VIT_C,Vitamin C,2003,2004,Laboratory,None,Vitamin C (mg/dL),LBXVIC: Vitamin C (mg/dL),2003-2004,DEMO_C
URXCNP,Mono(carboxynonyl) phthalate (ng/mL),PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono(carboxynonyl) Phthalate (ng/mL),URXCNP: Mono(carboxynonyl) Phthalate (ng/mL),2005-2006,DEMO_D
URXCOP,Mono(carboxyoctyl) phthalate(ng/mL),PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono(carboxyoctyl) Phthalate (ng/mL),URXCOP: Mono(carboxyoctyl) Phthalate (ng/mL),2005-2006,DEMO_D
URXECP,Mono-2-ethyl-5-carboxypentyl phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),URXECP: Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),2005-2006,DEMO_D
URXMBP,Mono-n-butyl phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-n-butyl phthalate (ng/mL),URXMBP: Mono-n-butyl phthalate (ng/mL),2005-2006,DEMO_D
URXMC1,Mono-(3-carboxypropyl) phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-(3-carboxypropyl) phthalate (ng/mL),URXMC1: Mono-(3-carboxypropyl) phthalate (ng/mL),2005-2006,DEMO_D
URXMCP,Mono-cyclohexyl phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-cyclohexyl phthalate (ng/mL),URXMCP: Mono-cyclohexyl phthalate (ng/mL),2005-2006,DEMO_D
URXMEP,Mono-ethyl phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-ethyl phthalate (ng/mL),URXMEP: Mono-ethyl phthalate (ng/mL),2005-2006,DEMO_D
URXMHH,Mono-(2-ethyl-5-hydroxyhexyl) phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),URXMHH: Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),2005-2006,DEMO_D
URXMHP,Mono-(2-ethyl)-hexyl phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-(2-ethyl)-hexyl phthalate (ng/mL),URXMHP: Mono-(2-ethyl)-hexyl phthalate (ng/mL),2005-2006,DEMO_D
URXMIB,Mono-isobutyl pthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-isobutyl phthalate (ng/mL),URXMIB: Mono-isobutyl phthalate (ng/mL),2005-2006,DEMO_D
URXMNM,Mono-n-methyl phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-n-methyl phthalate,URXMNM: Mono-n-methyl phthalate,2005-2006,DEMO_D
URXMNP,Mono-isononyl phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-isononyl phthalate (ng/mL),URXMNP: Mono-isononyl phthalate (ng/mL),2005-2006,DEMO_D
URXMOH,Mono-(2-ethyl-5-oxohexyl) phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL),URXMOH: Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL),2005-2006,DEMO_D
URXMOP,Mono-n-octyl phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-n-octyl phthalate (ng/mL),URXMOP: Mono-n-octyl phthalate (ng/mL),2005-2006,DEMO_D
URXMZP,Mono-benzyl phthalate,PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,Mono-benzyl phthalate (ng/mL),URXMZP: Mono-benzyl phthalate (ng/mL),2005-2006,DEMO_D
URXUCR,"Creatinine, urine (mg/dL)",PHTHTE_D,Phthalates - Urine,2005,2006,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2005-2006,DEMO_D
URXOP1,Dimethylphosphate result (ug/L),OPD_D,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2005,2006,Laboratory,None,Dimethylphosphate (ng/mL),URXOP1: Dimethylphosphate (ng/mL),2005-2006,DEMO_D
URXOP2,Diethylphosphate (ug/L),OPD_D,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2005,2006,Laboratory,None,Diethylphosphate (ng/mL),URXOP2: Diethylphosphate (ng/mL),2005-2006,DEMO_D
URXOP3,Dimethylthiophosphate (ug/L),OPD_D,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2005,2006,Laboratory,None,Dimethylthiophosphate (ng/mL),URXOP3: Dimethylthiophosphate (ng/mL),2005-2006,DEMO_D
URXOP4,Diethylthiophosphate (ug/L),OPD_D,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2005,2006,Laboratory,None,Diethylthiophosphate (ng/mL),URXOP4: Diethylthiophosphate (ng/mL),2005-2006,DEMO_D
URXOP5,Dimethyldithiophosphate (ug/L),OPD_D,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2005,2006,Laboratory,None,Dimethyldithiophosphate (ng/mL),URXOP5: Dimethyldithiophosphate (ng/mL),2005-2006,DEMO_D
URXOP6,Diethyldithiophosphate (ug/L),OPD_D,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2005,2006,Laboratory,None,Diethyldithiophosphate (ng/mL),URXOP6: Diethyldithiophosphate (ng/mL),2005-2006,DEMO_D
URXUCR,Urinary creatinine,OPD_D,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2005,2006,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2005-2006,DEMO_D
LBXGLT,Two Hour Glucose(OGTT) (mg/dL),OGTT_E,Oral Glucose Tolerance Test,2007,2008,Laboratory,None,Two Hour Glucose (OGTT) (mg/dL),LBXGLT: Two Hour Glucose (OGTT) (mg/dL),2007-2008,DEMO_E
LBXWBF,Water Bromoform (ng/mL),VOC_D,Volatile Organic Compounds - Water & Related Questionnaire Items,2005,2006,Laboratory,None,Water Bromoform (ng/mL),LBXWBF: Water Bromoform (ng/mL),2005-2006,DEMO_D
LBXWBM,Water Bromodichloromethane (ng/mL),VOC_D,Volatile Organic Compounds - Water & Related Questionnaire Items,2005,2006,Laboratory,None,Water Bromodichloromethane (ng/mL),LBXWBM: Water Bromodichloromethane (ng/mL),2005-2006,DEMO_D
LBXWCF,Water Chloroform (ng/mL),VOC_D,Volatile Organic Compounds - Water & Related Questionnaire Items,2005,2006,Laboratory,None,Water Chloroform (ng/mL),LBXWCF: Water Chloroform (ng/mL),2005-2006,DEMO_D
LBXWCM,Water Dibromochloromethane (ng/mL),VOC_D,Volatile Organic Compounds - Water & Related Questionnaire Items,2005,2006,Laboratory,None,Water Dibromochloromethane (ng/mL),LBXWCM: Water Dibromochloromethane (ng/mL),2005-2006,DEMO_D
LBXWME,Water MTBE (ng/mL),VOC_D,Volatile Organic Compounds - Water & Related Questionnaire Items,2005,2006,Laboratory,None,Water Methyl-tert-butyl ether (MTBE) (ng/mL),LBXWME: Water Methyl-tert-butyl ether (MTBE) (ng/mL),2005-2006,DEMO_D
URXBSM,Bensulfuron methyl (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Bensulfuron methyl (ug/L),URXBSM: Bensulfuron methyl (ug/L),2005-2006,DEMO_D
URXCHS,Chlorsulfuron (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Chlorsulfuron (ug/L),URXCHS: Chlorsulfuron (ug/L),2005-2006,DEMO_D
URXEMM,Ethametsulfuron methyl (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Ethametsulfuron methyl (ug/L),URXEMM: Ethametsulfuron methyl (ug/L),2005-2006,DEMO_D
URXFRM,Foramsulfuron (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Foramsulfuron (ug/L),URXFRM: Foramsulfuron (ug/L),2005-2006,DEMO_D
URXHLS,Halosulfuron (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Halosulfuron (ug/L),URXHLS: Halosulfuron (ug/L),2005-2006,DEMO_D
URXMSM,Mesosulfuron methyl (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Mesosulfuron methyl (ug/L),URXMSM: Mesosulfuron methyl (ug/L),2005-2006,DEMO_D
URXMTM,Metsulfuron methyl (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Metsulfuron methyl (ug/L),URXMTM: Metsulfuron methyl (ug/L),2005-2006,DEMO_D
URXNOS,Nicosulfuron (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Nicosulfuron (ug/L),URXNOS: Nicosulfuron (ug/L),2005-2006,DEMO_D
URXOXS,Oxasulfuron (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Oxasulfuron (ug/L),URXOXS: Oxasulfuron (ug/L),2005-2006,DEMO_D
URXPIM,Primisulfuron methyl (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Primisulfuron methyl (ug/L),URXPIM: Primisulfuron methyl (ug/L),2005-2006,DEMO_D
URXPRO,Prosulfuron(ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Prosulfuron(ug/L),URXPRO: Prosulfuron(ug/L),2005-2006,DEMO_D
URXRIM,Rimsulfuron (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Rimsulfuron (ug/L),URXRIM: Rimsulfuron (ug/L),2005-2006,DEMO_D
URXSMM,Sulfometuron methyl (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Sulfometuron methyl (ug/L),URXSMM: Sulfometuron methyl (ug/L),2005-2006,DEMO_D
URXSSF,Sulfosulfuron (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Sulfosulfuron (ug/L),URXSSF: Sulfosulfuron (ug/L),2005-2006,DEMO_D
URXTHF,Thifensulfuron methyl (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Thifensulfuron methyl (ug/L),URXTHF: Thifensulfuron methyl (ug/L),2005-2006,DEMO_D
URXTRA,Triasulfuron (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Triasulfuron (ug/L),URXTRA: Triasulfuron (ug/L),2005-2006,DEMO_D
URXTRN,Triflusulfuron methyl (ug/L),UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,Tribenuron methyl (ug/L),URXTRN: Tribenuron methyl (ug/L),2005-2006,DEMO_D
URXUCR,"Creatinine, urine (mg/dL)",UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",2005,2006,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2005-2006,DEMO_D
LBXCOT,Cotinine (ng/mL),COTNAL_E,Cotinine - Serum & Total NNAL - Urine,2007,2008,Laboratory,None,"Cotinine, Serum (ng/mL)","LBXCOT: Cotinine, Serum (ng/mL)",2007-2008,DEMO_E
URXNAL,"NNAL , urine (ng/mL)",COTNAL_E,Cotinine - Serum & Total NNAL - Urine,2007,2008,Laboratory,None,Urinary 4-(Methylnitrosamino)-1-(3-pyridyl)-1-Butanol (NNAL) (ng/mL),URXNAL: Urinary 4-(Methylnitrosamino)-1-(3-pyridyl)-1-Butanol (NNAL) (ng/mL),2007-2008,DEMO_E
URXUCR,Urinary Creatinine (mg/dL),COTNAL_E,Cotinine - Serum & Total NNAL - Urine,2007,2008,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2007-2008,DEMO_E
LBXHBS,Hepatitis B surface antibody (anti-HBs),L02HBS,Hepatitis B Surface Antibody,1999,2000,Laboratory,None,Hepatitis B Surface Antibody,LBXHBS: Hepatitis B Surface Antibody,1999-2000,DEMO
LBXHA,Hepatitis A Antibody (Anti-HAV),L02HPA_a,Hepatitis A Antibody,1999,2000,Laboratory,None,Hepatitis A antibody,LBXHA: Hepatitis A antibody,1999-2000,DEMO
URXDAZ,Daidzein (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Daidzein (ng/mL),URXDAZ: Daidzein (ng/mL),1999-2000,DEMO
URXDMA,o-Desmethylangolensin (O-DMA) (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,O-Desmethylangolensin (O-DMA) (ng/mL),URXDMA: O-Desmethylangolensin (O-DMA) (ng/mL),1999-2000,DEMO
URXEQU,Equol (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Equol (ng/mL),URXEQU: Equol (ng/mL),1999-2000,DEMO
URXETD,Enterodiol (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Enterodiol (ng/mL),URXETD: Enterodiol (ng/mL),1999-2000,DEMO
URXETL,Enterolactone (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Enterolactone (ng/mL),URXETL: Enterolactone (ng/mL),1999-2000,DEMO
URXGNS,Genistein (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Genistein (ng/mL),URXGNS: Genistein (ng/mL),1999-2000,DEMO
URXMBP,Mono-n-butyl phthalate (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Mono-n-butyl phthalate (ng/mL),URXMBP: Mono-n-butyl phthalate (ng/mL),1999-2000,DEMO
URXMCP,Mono-cyclohexyl phthalate (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Mono-cyclohexyl phthalate (ng/mL),URXMCP: Mono-cyclohexyl phthalate (ng/mL),1999-2000,DEMO
URXMEP,Mono-ethyl phthalate (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Mono-ethyl phthalate (ng/mL),URXMEP: Mono-ethyl phthalate (ng/mL),1999-2000,DEMO
URXMHP,Mono-(2-ethyl)-hexyl phthalate (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Mono-(2-ethyl)-hexyl phthalate (ng/mL),URXMHP: Mono-(2-ethyl)-hexyl phthalate (ng/mL),1999-2000,DEMO
URXMNP,Mono-isononyl phthalate (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Mono-isononyl phthalate (ng/mL),URXMNP: Mono-isononyl phthalate (ng/mL),1999-2000,DEMO
URXMOP,Mono-n-octyl phthalate (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Mono-n-octyl phthalate (ng/mL),URXMOP: Mono-n-octyl phthalate (ng/mL),1999-2000,DEMO
URXMZP,Mono-benzyl phthalate (ng/mL),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,Mono-benzyl phthalate (ng/mL),URXMZP: Mono-benzyl phthalate (ng/mL),1999-2000,DEMO
URXP09,3-fluoranthene (ng/L),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,3-fluoranthene (ng/L),URXP09: 3-fluoranthene (ng/L),1999-2000,DEMO
URXUCR,"Creatinine, urine (mg/dL)",PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999,2000,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",1999-2000,DEMO
URXPREG,Pregnancy test result,UC,Pregnancy Test - Urine,1999,2000,Laboratory,None,Urine Pregnancy Result,URXPREG: Urine Pregnancy Result,1999-2000,DEMO
LBXCD4,CD4 counts (cells/mm3),LAB03,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",1999,2000,Laboratory,None,CD4 counts (cells/mm3),LBXCD4: CD4 counts (cells/mm3),1999-2000,DEMO
LBXCD8,CD8 counts (cells/mm3),LAB03,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",1999,2000,Laboratory,None,CD8 counts (cells/mm3),LBXCD8: CD8 counts (cells/mm3),1999-2000,DEMO
LBXV3A,"1,1,1-Trichloroethane Result",LAB04,Volatile Organic Compounds - Blood & Water,1999,2000,Laboratory,None,"1,1,1-Trichloroethane Result","LBXV3A: 1,1,1-Trichloroethane Result",1999-2000,DEMO
LBXV4C,Tetrachloroethene Result,LAB04,Volatile Organic Compounds - Blood & Water,1999,2000,Laboratory,None,Blood Tetrachloroethene (ng/mL),LBXV4C: Blood Tetrachloroethene (ng/mL),1999-2000,DEMO
LBXVBF,Bromoform Result,LAB04,Volatile Organic Compounds - Blood & Water,1999,2000,Laboratory,None,Blood Bromoform (ng/mL),LBXVBF: Blood Bromoform (ng/mL),1999-2000,DEMO
LBXVBM,Bromodichloromethane Result,LAB04,Volatile Organic Compounds - Blood & Water,1999,2000,Laboratory,None,Blood Bromodichloromethane (ng/mL),LBXVBM: Blood Bromodichloromethane (ng/mL),1999-2000,DEMO
LBXVBZ,Benzene Result,LAB04,Volatile Organic Compounds - Blood & Water,1999,2000,Laboratory,None,Blood Benzene (ng/mL),LBXVBZ: Blood Benzene (ng/mL),1999-2000,DEMO
